tau,nc,corr_id,ReW,ImW,AbsW
3,5,0,0.1999999172617386,3.614010095105413e-05,0.19999992052700716
3,6,0,0.200674775459812,0.00019841633923698,0.200674873551448
3,7,0,0.2012585630029494,0.0001702438206445479,0.20125863500722305
3,8,0,0.200825698890602,8.483999285893262e-05,0.20082571681117717
3,9,0,0.2008497737540626,0.0001583430047681202,0.2008498361701231
3,10,0,0.2014948303220233,8.989449939319203e-06,0.20149483052255007
3,11,0,0.2009013917583788,-7.586514904729846e-05,0.20090140608262158
3,12,0,0.2005641043623573,-0.0002197394059311742,0.20056422473632
3,13,0,0.2008654798825493,-2.179691137588587e-05,0.20086548106519486
3,14,0,0.2006544225954513,0.0002846463455685833,0.20065462449357105
3,15,0,0.2005172307326854,0.0001073995975576092,0.2005172594949835
3,16,0,0.2008486504057791,1.260426623677865e-05,0.20084865080126976
3,17,0,0.2011425859581511,7.972664504392316e-05,0.20114260175872772
3,18,0,0.201311635633837,-0.000184968630399711,0.2013117206100156
3,19,0,0.2001466434321778,5.301307108243686e-05,0.20014665045299418
3,20,0,0.2008457738473932,0.0002109920196700672,0.20084588467277734
3,21,0,0.2011919398291062,-6.14735580428878e-05,0.20119194922063113
3,22,0,0.2012128411207607,-8.947802920957054e-05,0.20121286101590574
3,23,0,0.201549731560078,2.873206095022219e-05,0.20154973360803735
3,24,0,0.2006996776889251,1.900630873742753e-05,0.20069967858887616
3,25,0,0.2002979026104822,0.0001456746422035506,0.20029795558432342
3,26,0,0.2002395180763909,-0.0001069690563339335,0.20023954664811916
3,27,0,0.2002832807616416,-0.0001327683505149566,0.20028332476789337
3,28,0,0.2008779501492254,0.0002142429985986937,0.20087806439782602
3,29,0,0.2006180189858029,-1.290887467738025e-05,0.20061801940111715
3,30,0,0.2009204568787978,-9.949196512966842e-05,0.20092048151205485
3,31,0,0.2009360225355306,-0.0001717459191866629,0.20093609593365752
3,32,0,0.2011310714788221,6.825128637237663e-05,0.20113108305892735
3,33,0,0.2011909888536871,0.0002118590032415303,0.20119110039999707
3,34,0,0.2009217484140649,4.047762285487894e-05,0.2009217524913685
3,35,0,0.2005099576993956,-0.0001013862614767587,0.20050998333197137
3,36,0,0.2006373975596408,-0.0001663601533151755,0.20063746652907571
3,37,0,0.2013917867667772,0.0002296867928577936,0.20139191774532034
3,38,0,0.2013028221342167,4.113032428065118e-05,0.20130282633610405
3,39,0,0.2012949684611419,6.963228336328574e-05,0.201294980504798
3,40,0,0.2001823704851058,0.0002264503226087802,0.20018249856764392
3,41,0,0.2008541955487567,-5.514808889998572e-05,0.2008542031197005
3,42,0,0.2010986427667387,-3.669021418973683e-05,0.2010986461137822
3,43,0,0.200794342009354,0.0003129160285787948,0.20079458583191523
3,44,0,0.200728168711721,-0.0001382594860338379,0.20072821632756718
3,45,0,0.200784486507597,-2.620235941543697e-06,0.20078448652469402
3,46,0,0.2012587404157078,-5.663391203332818e-05,0.2012587483840572
3,47,0,0.2010554815917885,-2.078807114991382e-05,0.2010554826664767
3,48,0,0.2013745529988442,-0.0001461443680627206,0.20137460602980858
3,49,0,0.201312952656283,-7.892851594269266e-05,0.20131296812898436
3,50,0,0.2013007248164943,0.000256430143547737,0.2013008881452451
3,51,0,0.2017895622789899,1.145097865112841e-05,0.20178956260389497
3,52,0,0.2014498018741314,2.119951768113727e-05,0.20144980298959425
3,53,0,0.2017368274046886,1.884298366321464e-05,0.2017368282846916
3,54,0,0.2008865998824352,-1.490156884732806e-05,0.20088660043512702
3,55,0,0.2011974577960746,7.506953481930134e-05,0.20119747180081132
3,56,0,0.2007647922203356,5.633840873364381e-05,0.2007648001251485
3,57,0,0.2010233601614962,0.0002104117338006841,0.20102347028075188
3,58,0,0.2012759630629312,0.0002395970747570438,0.20127610566996937
3,59,0,0.2010130321620169,0.000157419961866128,0.20101309380239996
3,60,0,0.2007163898424517,-0.0002212786435402068,0.20071651181610628
3,61,0,0.2011959031316124,-9.248928337414538e-06,0.20119590334419793
3,62,0,0.2010655984879166,3.666125228004385e-05,0.20106560183022734
3,63,0,0.2009558658828946,3.832356431019565e-05,0.20095586953716854
3,64,0,0.2001130120479809,-9.398906263468837e-05,0.2001130341203672
3,65,0,0.2004475371750121,0.0001219653100252175,0.20044757428081963
3,66,0,0.200091744087605,-6.309779435775568e-05,0.20009175403637017
3,67,0,0.1994851219986828,-0.000151718438860592,0.19948517969341492
3,68,0,0.2010966897292887,-0.0002984409276838828,0.20109691118230813
3,69,0,0.2011176459534434,0.0001834806322319372,0.20111772964857427
3,70,0,0.201104708488603,2.53923750747777e-05,0.20110471009168013
3,71,0,0.201024439113962,2.429541435796081e-05,0.20102444058210975
3,72,0,0.2008553742689863,7.258021452132154e-05,0.20085538738261943
3,73,0,0.2008853298903221,-3.741244068966891e-05,0.20088533337412728
3,74,0,0.2003827948617734,0.0001976405711698764,0.200382892329687
3,75,0,0.200234743703434,0.0001492297989798732,0.20023479931198973
3,76,0,0.2009355746850663,7.754130413405317e-05,0.20093558964671165
3,77,0,0.2010822896804978,-4.708087522096249e-05,0.2010822951921935
3,78,0,0.2010576450548257,0.0001597207529949812,0.20105770849612115
3,79,0,0.2006364929867897,8.672067526393675e-05,0.20063651172833333
3,80,0,0.1999152667646071,-0.000145212621243982,0.19991531950370733
3,81,0,0.2007553604222757,0.0001834188202789166,0.20075544421196018
3,82,0,0.2011435331980327,6.83712322714838e-06,0.2011435333142339
3,83,0,0.2009786184050634,5.99901194661367e-06,0.20097861849459567
3,84,0,0.2007765318943953,-8.134766569045203e-05,0.20077654837401662
3,85,0,0.2007545696030215,0.0002325003691680832,0.20075470423608027
3,86,0,0.2001386771486165,-0.0001465967898958697,0.2001387308379289
3,87,0,0.2002288931230892,-4.673498091683236e-05,0.20022889857724313
3,88,0,0.2003863861424505,7.048139802448681e-05,0.20038639853757229
3,89,0,0.2000779168412262,5.3413270088401e-05,0.20007792397089202
3,90,0,0.2004208975814718,-0.0002338936404591007,0.2004210340597959
3,91,0,0.2006349948919429,0.0001668254307326957,0.2006350642485363
3,92,0,0.2003958330620749,1.139051577526723e-05,0.20039583338579384
3,93,0,0.2007760778316909,0.0001191707196373673,0.20077611319860145
3,94,0,0.2004845987043181,1.963884904675177e-05,0.20048459966619844
3,95,0,0.2015147752149594,0.0001212531099654468,0.20151481169445656
3,96,0,0.2011713099365976,0.0003563563610059047,0.20117162556250978
3,97,0,0.20070766172813,-5.712456730208498e-05,0.20070766985740643
3,98,0,0.2009566320833747,0.0001900195265423279,0.20095672192219222
3,99,0,0.2010174730125788,5.216614593369694e-05,0.20101747978141013
3,100,0,0.201316163067737,-9.274942830831187e-05,0.20131618443327434
4,1,0,0.1234838087658659,-0.0002055839552128962,0.12348397990058298
4,2,0,0.1242740871952265,1.675663265532896e-05,0.12427408832492595
4,3,0,0.1238183662367646,-3.259519125260151e-05,0.12381837052710741
4,4,0,0.1243089876500681,1.447196288300608e-05,0.12430898849247586
4,5,0,0.1234636410631995,4.579236468415469e-05,0.12346364955533765
4,6,0,0.1240524216324563,0.000247314000748891,0.12405266815789041
4,7,0,0.1246122387692889,0.0001337987800940434,0.1246123106005495
4,8,0,0.1239259019335238,0.0001801309137329298,0.12392603284695045
4,9,0,0.1239982183419857,0.0003244575801566668,0.12399864283413782
4,10,0,0.1247956387623836,2.207880475736829e-05,0.12479564071547114
4,11,0,0.1241975500618175,6.825551041961833e-05,0.12419756881747873
4,12,0,0.1237953442795783,-0.0003512483676379583,0.12379584258251604
4,13,0,0.1242137796850903,0.0001153615505116829,0.12421383325517125
4,14,0,0.1239443823855642,0.0002813169708696527,0.12394470163817836
4,15,0,0.1240000140246532,0.0001644455329804429,0.12400012306625953
4,16,0,0.1242557590841378,0.0001176549256391199,0.1242558147864993
4,17,0,0.1245398375652842,0.000175828011337276,0.12453996168409939
4,18,0,0.1246282784021009,-0.000157096126026382,0.12462837741326967
4,19,0,0.1237557317261007,-3.277285690226304e-05,0.12375573606553661
4,20,0,0.1242461938301668,0.0002880283173478034,0.12424652768425754
4,21,0,0.1245323762846381,7.562646728275167e-05,0.12453239924799188
4,22,0,0.1246507443887326,-0.0002435560773889136,0.12465098233158045
4,23,0,0.124532332668294,2.942353237886378e-05,0.12453233614427581
4,24,0,0.1241830727182943,0.0001659417449504941,0.12418318358948562
4,25,0,0.12371401070597,0.000252764053517269,0.12371426892086301
4,26,0,0.1233277798143685,-0.0001457344520477468,0.1233278659203664
4,27,0,0.1235620981947611,-2.200163584282132e-05,0.12356210015358175
4,28,0,0.1242140674213215,0.0001031208822299968,0.12421411022611302
