T,R,Ncfg,Veff,err_pyerrors,dd_err_pyerrors,relative_err_percent,S,status,Veff_jackknife_central,err_Veff_jackknife,relative_err_jackknife_percent,n_valid_jackknife,status_jackknife,ratio_pyerrors_over_jackknife
5,5,100,1.0296027464846373,0.018739410930132958,0.0022950997429579826,1.8200622515931262,2.0,ok,1.0296027464846371,0.0185615297839843,1.8027855740827012,100,ok,1.009583323584791
5,6,100,1.1542382102383764,0.039550871039388306,0.0062535417964029085,3.426577866558425,2.0,ok,1.1542382102383764,0.0385487823668719,3.3397596808817127,100,ok,1.0259953391777579
6,0,100,2.8592934749702853e-05,0.0001226658459103203,1.939517320939313e-05,429.0075397440449,2.0,ok,2.8592934749702853e-05,0.0001203125557881,420.7772194121276,100,ok,1.0195598049331196
6,1,100,0.47844261905296537,0.0008846655974743636,0.00016550577838073675,0.18490526601193694,2.0,ok,0.4784426190529653,0.0007951164215463,0.1661884602003497,100,ok,1.1126239799624726
6,2,100,0.6987788780159423,0.004068994609282961,0.0004983480279439329,0.5823007445268157,2.0,ok,0.6987788780159423,0.0040289993574325,0.5765771525424749,100,ok,1.0099268449315286
6,3,100,0.8349477798542004,0.013226757314320093,0.001619940318585472,1.5841418629353998,2.0,ok,0.8349477798542004,0.0130967978331514,1.5685768797946185,100,ok,1.0099229966610412
6,4,100,0.9032187812873369,0.028498669584387806,0.003490359941496243,3.1552343878156863,2.0,ok,0.9032187812873368,0.0282100404477806,3.123278770573564,100,ok,1.0102314329233766
6,5,100,0.9975531194074794,0.055945017939668835,0.0088456840214167,5.60822444953094,2.0,ok,0.9975531194074794,0.0531993749943313,5.332986681043152,100,ok,1.0516104361306895
6,6,100,1.209489866943553,0.11816691147370144,0.014472431879559974,9.769979451941643,2.0,ok,1.209489866943553,0.117116501421422,9.683132089182516,100,ok,1.0089689329815252
7,0,100,-1.0478526503747672e-05,0.00011794380789695106,1.864855344338596e-05,1125.576271193933,2.0,ok,-1.0478526503747672e-05,0.0001156810520828,1103.9820535979936,100,ok,1.0195602976754694
7,1,100,0.47864713110197166,0.001359285227388382,0.00016647776110022708,0.2839848270392742,2.0,ok,0.4786471311019716,0.0013460427368726,0.2812181771096543,100,ok,1.0098380906883757
7,2,100,0.6935414326028372,0.009215894673020981,0.001724136018951979,1.328816742560577,2.0,ok,0.6935414326028372,0.0087561970890612,1.262534100695254,100,ok,1.0524996844273944
7,3,100,0.8437470645897027,0.030190651120622778,0.0036975845123955477,3.578163692374312,2.0,ok,0.8437470645897027,0.0298875293960278,3.5422380296589884,100,ok,1.0101420803499155
7,4,100,0.7235086321427593,0.05716220077683922,0.012125933939054985,7.900693680398308,2.0,ok,0.7235086321427593,0.0526535487995372,7.2775287619716895,100,ok,1.0856286438444516
7,5,100,1.0874408754159073,0.18024164835969608,0.022075003443970394,16.574845808583394,2.0,ok,1.0874408754159073,0.1789736977662416,16.45824631134916,100,ok,1.0070845638732377
7,6,100,1.4371430811654355,0.5119698519843008,0.08094954128048332,35.62413921716997,2.0,ok,1.4371430811654355,0.5048458795935858,35.1284354501562,100,ok,1.0141111825978453
